분류,플러그인명,한 줄 설명,사용 상황,주요 기능,대표 스킬,계정 연결,비용/플랜,주의사항
Developer Tools,NVIDIA,"NVIDIA을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 NVIDIA 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: aiq-deploy, aiq-research, cuopt-user-rules, dynamo-interconnect-check, dynamo-router-starter.","aiq-deploy, aiq-research, cuopt-user-rules, dynamo-interconnect-check, dynamo-router-starter",확인 필요,확인 필요,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Developer Tools,OpenAI Developers,"OpenAI Developers을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 OpenAI Developers 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: agents-sdk, build-chatgpt-app, chatgpt-app-submission, openai-api-troubleshooting, openai-platform-api-key.","agents-sdk, build-chatgpt-app, chatgpt-app-submission, openai-api-troubleshooting, openai-platform-api-key",필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 배포/클라우드 사용량 과금 가능
Developer Tools,Plugin Eval,Plugin Eval을(를) 활용해 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.,앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Plugin Eval 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: evaluate-plugin, evaluate-skill, improve-skill, metric-pack-designer, plugin-eval.","evaluate-plugin, evaluate-skill, improve-skill, metric-pack-designer, plugin-eval",확인 필요,외부 유료 플랜/API 과금 가능,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 서비스 정책 및 권한 확인 필요
Developer Tools,Quicknode,Quicknode을(를) 활용해 개발 도구을(를) Codex에서 처리하는 플러그인입니다.,개발 도구이(가) 필요한 작업에서 Quicknode 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Developer Tools,Render,"Render을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Render 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: render-debug, render-deploy, render-migrate-from-heroku, render-monitor, render-workflows.","render-debug, render-deploy, render-migrate-from-heroku, render-monitor, render-workflows",확인 필요,외부 유료 플랜/API 과금 가능,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 배포/클라우드 사용량 과금 가능
Developer Tools,Replit,"Replit을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Replit 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음 / 배포/클라우드 사용량 과금 가능
Developer Tools,SendGrid,"SendGrid을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 SendGrid 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Developer Tools,Sentry,"Sentry을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 Sentry 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: sentry.",sentry,확인 필요,확인 필요,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Developer Tools,Shopify,"Shopify을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Shopify 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 빌드/실행/배포 중심. 대표 스킬: shopify-admin, shopify-app-store-review, shopify-custom-data, shopify-customer, shopify-dev.","shopify-admin, shopify-app-store-review, shopify-custom-data, shopify-customer, shopify-dev",필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음
Developer Tools,Statsig,Statsig을(를) 활용해 개발 도구을(를) Codex에서 처리하는 플러그인입니다.,개발 도구이(가) 필요한 작업에서 Statsig 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Developer Tools,Supabase,"Supabase을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Supabase 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성 중심. 대표 스킬: supabase, supabase-postgres-best-practices.","supabase, supabase-postgres-best-practices",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Developer Tools,Superpowers,Superpowers을(를) 활용해 개발 도구을(를) Codex에서 처리하는 플러그인입니다.,개발 도구이(가) 필요한 작업에서 Superpowers 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: brainstorming, dispatching-parallel-agents, executing-plans, finishing-a-development-branch, receiving-code-review.","brainstorming, dispatching-parallel-agents, executing-plans, finishing-a-development-branch, receiving-code-review",불필요,Codex 기능 범위 내,계정 연결 없이 로컬/번들 기능 중심으로 사용 가능. 비용/플랜: Codex 기능 범위 내. 서비스 정책 및 권한 확인 필요
Developer Tools,Temporal,Temporal을(를) 활용해 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.,앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Temporal 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성, 빌드/실행/배포 중심. 대표 스킬: temporal-developer.",temporal-developer,확인 필요,외부 유료 플랜/API 과금 가능,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 배포/클라우드 사용량 과금 가능
Developer Tools,Test Android Apps,"Test Android Apps을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Test Android Apps 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: android-emulator-qa, android-performance.","android-emulator-qa, android-performance",필요 가능성 있음,확인 필요,필요 가능성 있음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Developer Tools,Twilio Developer Kit,Twilio Developer Kit을(를) 활용해 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.,앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Twilio Developer Kit 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성, 빌드/실행/배포 중심. 대표 스킬: conversation-intelligence, twilio-account-setup, twilio-agent-augmentation-architect, twilio-agent-connect, twilio-ai-agent-architect.","conversation-intelligence, twilio-account-setup, twilio-agent-augmentation-architect, twilio-agent-connect, twilio-ai-agent-architect",필요 가능성 있음,외부 유료 플랜/API 과금 가능,필요 가능성 있음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 서비스 정책 및 권한 확인 필요
Developer Tools,Vantage,Vantage을(를) 활용해 개발 도구을(를) Codex에서 처리하는 플러그인입니다.,개발 도구이(가) 필요한 작업에서 Vantage 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음 / 배포/클라우드 사용량 과금 가능
Developer Tools,Vercel,"Vercel을(를) 활용해 웹앱 배포, 호스팅, Vercel 프로젝트 관리을(를) Codex에서 처리하는 플러그인입니다.","웹앱 배포, 호스팅, Vercel 프로젝트 관리이(가) 필요한 작업에서 Vercel 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: agent-browser, agent-browser-verify, ai-elements, ai-gateway, ai-generation-persistence.","agent-browser, agent-browser-verify, ai-elements, ai-gateway, ai-generation-persistence",필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 배포/클라우드 사용량 과금 가능
Developer Tools,Wix,Wix을(를) 활용해 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.,앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Wix 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: wix-app, wix-design-system, wix-headless, wix-manage.","wix-app, wix-design-system, wix-headless, wix-manage",필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 배포/클라우드 사용량 과금 가능
Developer Tools,YepCode,YepCode을(를) 활용해 개발 도구을(를) Codex에서 처리하는 플러그인입니다.,개발 도구이(가) 필요한 작업에서 YepCode 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Education & Research,Dow Jones Factiva,"Dow Jones Factiva을(를) 활용해 메일 검색, 답장 초안 작성, 수신함 정리, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","메일 검색, 답장 초안 작성, 수신함 정리, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Dow Jones Factiva 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,구독 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 구독 필요. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음 / 외부 구독 조건 확인 필요
Education & Research,GovTribe,GovTribe을(를) 활용해 교육/리서치을(를) Codex에서 처리하는 플러그인입니다.,교육/리서치이(가) 필요한 작업에서 GovTribe 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Education & Research,Life Science Research,"Life Science Research을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성, 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성, 코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 Life Science Research 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: alphafold-skill, bgee-skill, bindingdb-skill, biobankjapan-phewas-skill, biorxiv-skill.","alphafold-skill, bgee-skill, bindingdb-skill, biobankjapan-phewas-skill, biorxiv-skill",필요 가능성 있음,확인 필요,필요 가능성 있음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Education & Research,Life Sciences NGS Analysis,"Life Sciences NGS Analysis을(를) 활용해 CRM, 영업 파이프라인, 계정/리드 조사, GTM 업무, 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","CRM, 영업 파이프라인, 계정/리드 조사, GTM 업무, 데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Life Sciences NGS Analysis 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: ngs-amplicon-microbiome, ngs-analysis-router, ngs-atacseq-peaks-qc, ngs-bcl-to-fastq, ngs-bulk-rnaseq.","ngs-amplicon-microbiome, ngs-analysis-router, ngs-atacseq-peaks-qc, ngs-bcl-to-fastq, ngs-bulk-rnaseq",확인 필요,확인 필요,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Education & Research,Midpage,"Midpage을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 연구자료 탐색, 과학/의학 데이터 분석을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 연구자료 탐색, 과학/의학 데이터 분석이(가) 필요한 작업에서 Midpage 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Education & Research,Particl Market Research,"Particl Market Research을(를) 활용해 시장/기업/투자 분석, 재무 데이터 검토, 연구자료 탐색, 과학/의학 데이터 분석을(를) Codex에서 처리하는 플러그인입니다.","시장/기업/투자 분석, 재무 데이터 검토, 연구자료 탐색, 과학/의학 데이터 분석이(가) 필요한 작업에서 Particl Market Research 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Education & Research,PolicyNote,PolicyNote을(를) 활용해 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.,앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 PolicyNote 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Education & Research,Readwise,"Readwise을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Readwise 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Education & Research,Scite,"Scite을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 연구자료 탐색, 과학/의학 데이터 분석을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 연구자료 탐색, 과학/의학 데이터 분석이(가) 필요한 작업에서 Scite 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Education & Research,Zotero,"Zotero을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성, 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성, 코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 Zotero 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: Zotero.",Zotero,확인 필요,확인 필요,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Engineering,Browser,"Browser을(를) 활용해 브라우저, 데스크톱 앱, 로컬 환경 조작, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","브라우저, 데스크톱 앱, 로컬 환경 조작, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Browser 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: control-in-app-browser.",control-in-app-browser,불필요,Codex 기능 범위 내,계정 연결 없이 로컬/번들 기능 중심으로 사용 가능. 비용/플랜: Codex 기능 범위 내. 배포/클라우드 사용량 과금 가능 / OpenAI 번들/로컬 런타임
Finance,Aiera,"Aiera을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Aiera 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Alpaca,"Alpaca을(를) 활용해 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Alpaca 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Binance,"Binance을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Binance 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Brex,"Brex을(를) 활용해 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Brex 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,CB Insights,"CB Insights을(를) 활용해 시장/기업/투자 분석, 재무 데이터 검토, 연구자료 탐색, 과학/의학 데이터 분석을(를) Codex에서 처리하는 플러그인입니다.","시장/기업/투자 분석, 재무 데이터 검토, 연구자료 탐색, 과학/의학 데이터 분석이(가) 필요한 작업에서 CB Insights 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Chronograph,"Chronograph을(를) 활용해 일정 확인, 미팅 요약, 가용 시간 탐색, 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","일정 확인, 미팅 요약, 가용 시간 탐색, 데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Chronograph 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성 중심. 대표 스킬: chronograph-cashflow-forecast, chronograph-gp-meeting-prep, chronograph-portfolio-company-one-pager.","chronograph-cashflow-forecast, chronograph-gp-meeting-prep, chronograph-portfolio-company-one-pager",필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음
Finance,Cube,Cube을(를) 활용해 금융/투자을(를) Codex에서 처리하는 플러그인입니다.,금융/투자이(가) 필요한 작업에서 Cube 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
